rdt_id,ns_lines,rdt_lines,rdt_lines_id,rdt_station_names,rdt_station_codes,cause_nl,cause_en,statistical_cause_nl,statistical_cause_en,cause_group,start_time,end_time,duration_minutes
50891,Amsterdam-Haarlem,"Amsterdam Centraal - Haarlem",112,"Amsterdam Centraal,Amsterdam Sloterdijk,Haarlem,Haarlem Spaarnwoude,Halfweg-Zwanenburg","ASD, ASS, HLM, HLMS, HWZB","inzet van de politie","police action","inzet van de politie","police action",external,"2023-12-04 10:43:03","2023-12-04 11:21:44",39
50892,"Amsterdam-Hilversum; Utrecht-Almere","Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport","135,148,149","Almere Centrum,Almere Muziekwijk,Naarden-Bussum,Weesp,Almere Poort","ALM, ALMM, NDB, WP, AMPO","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-04 11:15:40","2023-12-04 11:27:21",12
50893,"Den Haag-Rotterdam; Leiden-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Delft,Delft Campus,Den Haag HS,Den Haag Moerwijk,Rijswijk,Rotterdam Centraal,Schiedam Centrum","DT, DTCP, GV, GVMW, RSW, RTD, SDM","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-04 11:46:01","2023-12-04 13:08:32",83
50894,"Rotterdam-Breda (HSL)","Breda - Rotterdam Centraal (HSL)",15,"Breda,Rotterdam Centraal","BD, RTD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-04 12:25:01","2023-12-04 13:27:56",63
50895,Rotterdam-Dordrecht,"Dordrecht - Rotterdam Centraal",16,"Barendrecht,Dordrecht,Rotterdam Lombardijen,Rotterdam Blaak,Rotterdam Centraal,Rotterdam Stadion,Rotterdam Zuid,Zwijndrecht","BRD, DDR, RLB, RTB, RTD, RTST, RTZ, ZWD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-04 12:25:18","2023-12-04 13:08:41",43
50896,"Schiphol-Rotterdam (HSL)","Rotterdam Centraal - Schiphol Airport (HSL)",24,"Rotterdam Centraal,Schiphol Airport","RTD, SHL","verstoring elders","disruption elsewhere","verstoring elders","disruption elsewhere",logistical,"2023-12-04 12:25:39","2023-12-04 12:50:25",25
50897,"Amsterdam Sloterdijk-Schiphol Airport; Amsterdam Zuid-Leiden Centraal","Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam","32,137,144,148,165","Amsterdam Lelylaan,Amsterdam Zuid,Amsterdam Sloterdijk,Schiphol Airport","ASDL, ASDZ, ASS, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-04 17:32:35","2023-12-04 17:37:22",5
50898,Duivendrecht,"Amersfoort - Schiphol Airport, Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden, Lelystad Centrum - Schiphol Airport","136,141,144,148",Duivendrecht,DVD,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-04 18:05:16","2023-12-04 19:00:23",55
50899,"Tilburg Universiteit-Eindhoven","Eindhoven - Tilburg",152,"Best,Boxtel,Eindhoven Centraal,Oisterwijk,Tilburg,Eindhoven Strijp-S","BET, BTL, EHV, OT, TB, EHS","defect spoor","defective railway track","defect spoor","defective railway track",infrastructure,"2023-12-04 19:03:43","2023-12-06 01:04:03",1800
50900,Schiphol-Leiden,"Leiden Centraal - Schiphol Airport",22,"Hoofddorp,Leiden Centraal,Nieuw Vennep,Schiphol Airport,Sassenheim","HFD, LEDN, NVP, SHL, SSH","hinder op het spoor","hindrance on the railway","hinder op het spoor","hindrance on the railway",external,"2023-12-04 20:34:36","2023-12-04 21:00:07",26
50901,Utrecht-Tiel,"Tiel - Utrecht Centraal",150,"Geldermalsen,Tiel,Tiel Passewaaij","GDM, TL, TPSW","persoon op het spoor","person on the railway track","persoon op het spoor","person on the railway track",external,"2023-12-04 22:59:26","2023-12-04 23:58:16",59
50902,Zwolle-Almelo,"Almelo - Zwolle",95,"Heino,Zwolle","HNO, ZL",aanrijding,collision,aanrijding,collision,accidents,"2023-12-05 04:42:22","2023-12-05 08:10:11",208
50903,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Eygelshoven Markt,Heerlen,Heerlen De Kissel,Herzogenrath,Landgraaf","EGHM, HRL, HRLK, HZ, LG","problemen met de personeelsinzet","staffing problems","problemen met de personeelsinzet","staffing problems",staff,"2023-12-05 05:26:42","2023-12-05 19:42:33",856
50904,Eindhoven-Venlo,"Eindhoven - Venlo",65,"Deurne,Helmond,Helmond Brouwhuis","DN, HM, HMBH",herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2023-12-05 06:40:13","2023-12-05 11:16:07",276
50905,"Leeuwarden-Harlingen Haven","Harlingen Haven - Leeuwarden",103,"Deinum,Dronryp,Franeker,Leeuwarden","DEI, DRP, FN, LW",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-12-05 06:43:53","2023-12-05 08:57:18",133
50906,Arnhem-Zutphen,"Arnhem Centraal - Zutphen",132,"Brummen,Dieren,Zutphen","BMN, DR, ZP","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-05 08:07:53","2023-12-05 08:34:30",27
50907,Almere-Zwolle,"Lelystad Centrum - Zwolle",131,"Lelystad Centrum,Zwolle,Dronten,Kampen Zuid","LLS, ZL, DRON, KPNZ","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-12-05 08:36:36","2023-12-05 09:09:04",32
50908,Amersfoort-Deventer,"Apeldoorn - Deventer",87,"Apeldoorn,Apeldoorn Osseveld,Deventer,Twello","APD, APDO, DV, TWL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-05 09:01:13","2023-12-05 11:16:16",135
50909,Roosendaal-Vlissingen,"Roosendaal - Vlissingen",21,"Bergen op Zoom,Kapelle-Biezelinge,Goes,Krabbendijke,Kruiningen-Yerseke,Rilland-Bath","BGN, BZL, GS, KBD, KRG, RB",herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2023-12-05 09:40:19","2023-12-05 12:14:27",154
50910,Utrecht-'s-Hertogenbosch,"'s-Hertogenbosch - Utrecht Centraal",151,"Geldermalsen,'s-Hertogenbosch,Zaltbommel","GDM, HT, ZBM",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-12-05 11:04:46","2023-12-05 11:28:14",23
50911,"Amsterdam-Utrecht-Eindhoven Centraal","'s-Hertogenbosch - Utrecht Centraal",151,"Culemborg,Geldermalsen,'s-Hertogenbosch,Houten,Houten Castellum,Utrecht Centraal,Zaltbommel,Utrecht Lunetten,Utrecht Vaartsche Rijn","CL, GDM, HT, HTN, HTNC, UT, ZBM, UTLN, UTVR","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-12-05 11:25:48","2023-12-05 14:05:40",160
50912,"Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL)","24,32","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Rotterdam Centraal,Schiphol Airport","ASD, ASDL, ASS, RTD, SHL","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-12-05 13:37:11","2023-12-05 14:43:03",66
50913,"Leiden-Den Haag","Den Haag Centraal - Leiden Centraal",169,"De Vink,Den Haag Centraal,Den Haag Mariahoeve,Den Haag Laan v NOI,Leiden Centraal,Voorschoten","DVNK, GVC, GVM, LAA, LEDN, VST","defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2023-12-05 13:44:29","2023-12-06 01:08:29",684
50914,Leiden-Duivendrecht-Lelystad,"Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport","22,144","Almere Centrum,Almere Buiten,Almere Muziekwijk,Almere Oostvaarders,Almere Parkwijk,Amsterdam Zuid,Diemen Zuid,Duivendrecht,Hoofddorp,Leiden Centraal,Lelystad Centrum,Nieuw Vennep,Amsterdam RAI,Schiphol Airport,Weesp,Sassenheim,Almere Poort","ALM, ALMB, ALMM, ALMO, ALMP, ASDZ, DMNZ, DVD, HFD, LEDN, LLS, NVP, RAI, SHL, WP, SSH, AMPO","defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2023-12-05 14:05:13","2023-12-05 20:19:49",375
50915,"Amersfoort Centraal","Amersfoort - Amsterdam Centraal, Amersfoort - Apeldoorn, Amersfoort - Ede-Wageningen, Amersfoort - Schiphol Airport, Amersfoort - Utrecht Centraal, Amersfoort - Zwolle","47,48,50,134,135,148","Amersfoort Centraal",AMF,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-12-05 14:45:36","2023-12-05 16:39:24",114
50916,"Rotterdam-Breda (HSL)","Breda - Rotterdam Centraal (HSL)",15,"Breda,Rotterdam Centraal","BD, RTD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-05 14:56:20","2023-12-05 16:38:45",102
50917,"Rotterdam-Dordrecht; Dordrecht-Roosendaal","Dordrecht - Roosendaal, Dordrecht - Rotterdam Centraal","16,171","Barendrecht,Dordrecht,Dordrecht Zuid,Oudenbosch,Rotterdam Lombardijen,Roosendaal,Rotterdam Blaak,Rotterdam Centraal,Rotterdam Stadion,Rotterdam Zuid,Lage Zwaluwe,Zevenbergen,Zwijndrecht","BRD, DDR, DDZD, ODB, RLB, RSD, RTB, RTD, RTST, RTZ, ZLW, ZVB, ZWD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-05 15:33:05","2023-12-05 16:38:20",65
50918,Utrecht-Rotterdam,"Rotterdam Centraal - Utrecht Centraal",142,"Capelle Schollevaar,Gouda,Gouda Goverwelle,Nieuwerkerk a/d IJssel,Rotterdam Alexander,Rotterdam Centraal,Rotterdam Noord,Utrecht Centraal,Utrecht Terwijde,Vleuten,Woerden,Utrecht Leidsche Rijn","CPS, GD, GDG, NWK, RTA, RTD, RTN, UT, UTT, VTN, WD, UTLR","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-05 18:02:17","2023-12-05 18:37:48",36
50919,Hengelo-Bielefeld,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal","91,124,174","Hengelo,Hengelo Oost,Oldenzaal","HGL, HGLO, ODZ","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-05 18:23:22","2023-12-05 19:02:20",39
50920,Utrecht-Almere,"Almere Oostvaarders - Utrecht Centraal",149,"Almere Centrum,Almere Muziekwijk,Bussum Zuid,Hilversum,Naarden-Bussum,Weesp,Almere Poort,Hilversum Media Park","ALM, ALMM, BSMZ, HVS, NDB, WP, AMPO, HVSM",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-12-05 18:24:36","2023-12-05 20:43:10",139
50921,Amsterdam-Almere,"Amsterdam Centraal - Lelystad Centrum",145,"Almere Centrum,Almere Muziekwijk,Amsterdam Centraal,Amsterdam Muiderpoort,Amsterdam Science Park,Diemen,Weesp,Almere Poort","ALM, ALMM, ASD, ASDM, ASSP, DMN, WP, AMPO",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-12-05 18:38:18","2023-12-05 20:26:40",108
50922,"Zwolle-Groningen; Zwolle-Leeuwarden","Groningen - Zwolle, Leeuwarden - Zwolle","146,160","Meppel,Zwolle","MP, ZL",aanrijding,collision,aanrijding,collision,accidents,"2023-12-05 19:19:25","2023-12-05 20:15:13",56
50923,Sittard-Heerlen,"Heerlen - Sittard",77,"Geleen Oost,Hoensbroek,Heerlen,Nuth,Spaubeek,Schinnen,Sittard","GLN, HB, HRL, NH, SBK, SN, STD","problemen met de personeelsinzet","staffing problems","problemen met de personeelsinzet","staffing problems",staff,"2023-12-05 21:35:19","2023-12-06 00:37:17",182
50924,Arnhem-Duisburg-Düsseldorf,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf","129,178,179","Emmerich,Zevenaar,Emmerich-Elten","EM, ZV, EL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-05 23:06:14","2023-12-05 23:25:25",19
50925,Maastricht-Hasselt,"Antwerpen-Centraal - Roosendaal",122,"Essen,Roosendaal","ESN, RSD",staking,strike,staking,strike,staff,"2023-12-06 01:16:00","2023-12-07 22:01:49",2686
50926,Roosendaal-Antwerpen-Puurs,,,,,staking,strike,staking,strike,staff,"2023-12-06 01:18:46","2023-12-07 22:01:41",2683
50927,Arnhem-Duisburg-Düsseldorf,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf","129,178,179","Arnhem Centraal,Arnhem Velperpoort,Duiven,Emmerich,Zevenaar,Westervoort,Emmerich-Elten","AH, AHP, DVN, EM, ZV, WTV, EL","defect spoor","defective railway track","defect spoor","defective railway track",infrastructure,"2023-12-06 06:07:26","2023-12-06 06:26:44",19
50928,Breukelen-Utrecht-Veenendaal,"Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal","136,137","Breukelen,Maarssen,Utrecht Centraal,Utrecht Zuilen","BKL, MAS, UT, UTZL",systeemstoring,"system failure",systeemstoring,"system failure",infrastructure,"2023-12-06 06:29:55","2023-12-06 09:25:10",175
50929,Amsterdam-Hoofddorp,"Alkmaar - Amsterdam Centraal, Amsterdam Centraal - Haarlem, Amsterdam Centraal - Hoorn, Amsterdam Centraal - Schiphol Airport","32,112,161,164","Amsterdam Centraal,Amsterdam Sloterdijk","ASD, ASS","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-06 09:44:36","2023-12-06 10:40:01",55
50930,"Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport",32,"Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Schiphol Airport","ASD, ASDL, ASS, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-06 10:02:52","2023-12-06 10:40:14",37
50931,Schiphol-Amersfoort,"Amersfoort - Schiphol Airport",148,"Amsterdam Zuid,Bussum Zuid,Diemen Zuid,Duivendrecht,Hilversum,Naarden-Bussum,Amsterdam RAI,Schiphol Airport,Weesp,Hilversum Media Park","ASDZ, BSMZ, DMNZ, DVD, HVS, NDB, RAI, SHL, WP, HVSM","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-06 10:03:00","2023-12-06 10:40:09",37
50932,Amsterdam-Haarlem,"Amsterdam Centraal - Haarlem",112,"Amsterdam Centraal,Amsterdam Sloterdijk,Haarlem,Haarlem Spaarnwoude,Halfweg-Zwanenburg","ASD, ASS, HLM, HLMS, HWZB","beschadigde spoorbrug","damaged railway bridge","beschadigde spoorbrug","damaged railway bridge",accidents,"2023-12-06 11:02:37","2023-12-06 12:09:13",67
50933,Haarlem-Leiden,"Haarlem - Leiden Centraal",23,"Heemstede-Aerdenhout,Hillegom,Haarlem,Leiden Centraal,Voorhout","HAD, HIL, HLM, LEDN, VH","beschadigde spoorbrug","damaged railway bridge","beschadigde spoorbrug","damaged railway bridge",accidents,"2023-12-06 11:11:59","2023-12-06 12:09:08",57
50934,Amersfoort-Ede-Wageningen,"Amersfoort - Ede-Wageningen",47,"Barneveld Centrum,Ede-Wageningen,Ede Centrum,Lunteren,Barneveld Zuid","BNC, ED, EDC, LTN, BNZ","defect spoor","defective railway track","defect spoor","defective railway track",infrastructure,"2023-12-06 13:10:11","2023-12-06 16:10:39",180
50935,"Tilburg-Eindhoven; Utrecht-Eindhoven","'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg","152,153","Boxtel,'s-Hertogenbosch,Oisterwijk,Tilburg,Vught","BTL, HT, OT, TB, VG",aanrijding,collision,aanrijding,collision,accidents,"2023-12-06 17:58:24","2023-12-06 20:41:05",163
50936,Amsterdam-Utrecht,"Amsterdam Centraal - Utrecht Centraal",136,"Abcoude,Amsterdam Amstel,Amsterdam Bijlmer ArenA,Amsterdam Centraal,Amsterdam Muiderpoort,Amsterdam Holendrecht,Breukelen,Duivendrecht,Maarssen,Utrecht Centraal,Utrecht Zuilen","AC, ASA, ASB, ASD, ASDM, ASHD, BKL, DVD, MAS, UT, UTZL",aanrijding,collision,aanrijding,collision,accidents,"2023-12-06 18:30:00","2023-12-06 19:29:02",59
50937,Nijmegen-Venlo,"Nijmegen - Venlo",64,"Boxmeer,Blerick,Cuijk,Mook-Molenhoek,Nijmegen,Nijmegen Heyendaal,Venlo,Vierlingsbeek,Venray","BMR, BR, CK, MMLH, NM, NMH, VL, VLB, VRY","verstoring elders","disruption elsewhere","verstoring elders","disruption elsewhere",logistical,"2023-12-06 18:32:58","2023-12-06 20:27:29",115
50938,Breda-Tilburg,"Breda - Tilburg",68,"Breda,Gilze-Rijen,Tilburg,Tilburg Reeshof,Tilburg Universiteit","BD, GZ, TB, TBR, TBU","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-06 19:18:21","2023-12-06 19:34:34",16
50939,Arnhem-Duisburg-Düsseldorf,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf","129,178,179","Emmerich,Zevenaar,Emmerich-Elten","EM, ZV, EL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-06 20:07:15","2023-12-06 20:32:26",25
50940,Zwolle,"Almelo - Zwolle, Amersfoort - Zwolle, Deventer - Zwolle, Emmen - Zwolle, Groningen - Zwolle, Kampen - Zwolle, Leeuwarden - Zwolle, Lelystad Centrum - Zwolle","48,49,94,95,131,146,159,160",Zwolle,ZL,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-12-06 21:09:36","2023-12-06 22:17:24",68
50941,Zwolle-Almelo,"Almelo - Zwolle",95,"Heino,Nijverdal,Raalte,Wierden,Zwolle","HNO, NVD, RAT, WDN, ZL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-07 05:39:38","2023-12-07 06:06:39",27
50942,Zwolle-Enschede,"Almelo - Hengelo, Almelo - Zwolle, Enschede - Hengelo","89,92,95","Almelo,Almelo de Riet,Borne,Enschede,Hengelo,Heino,Nijverdal,Raalte,Wierden,Zwolle,Enschede Kennispark","AML, AMRI, BN, ES, HGL, HNO, NVD, RAT, WDN, ZL, ESK","problemen met de personeelsinzet","staffing problems","problemen met de personeelsinzet","staffing problems",staff,"2023-12-07 05:50:19","2023-12-07 15:57:34",607
50943,Amersfoort-Barneveld,"Amersfoort - Ede-Wageningen",47,"Amersfoort Centraal,Barneveld Centrum,Barneveld Noord,Hoevelaken,Barneveld Zuid","AMF, BNC, BNN, HVL, BNZ","rijp aan de bovenleiding","overhead wires covered with frost","rijp aan de bovenleiding","overhead wires covered with frost",weather,"2023-12-07 06:39:02","2023-12-07 09:03:01",144
50944,Zutphen-Hengelo,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal, Hengelo - Zutphen","90,91,124,174","Delden,Goor,Hengelo,Hengelo Oost,Lochem,Oldenzaal,Zutphen,Hengelo Gezondheidspark","DDN, GO, HGL, HGLO, LC, ODZ, ZP, HGLG","problemen met de personeelsinzet","staffing problems","problemen met de personeelsinzet","staffing problems",staff,"2023-12-07 07:32:19","2023-12-07 15:57:52",506
50945,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Eygelshoven Markt,Heerlen,Heerlen De Kissel,Herzogenrath,Landgraaf","EGHM, HRL, HRLK, HZ, LG","rijp aan de bovenleiding","overhead wires covered with frost","rijp aan de bovenleiding","overhead wires covered with frost",weather,"2023-12-07 08:25:08","2023-12-07 10:58:45",154
50946,Sittard-Heerlen,"Heerlen - Sittard",77,"Geleen Oost,Hoensbroek,Heerlen,Nuth,Spaubeek,Schinnen,Sittard","GLN, HB, HRL, NH, SBK, SN, STD","eerdere verstoring","an earlier disruption","gestrande trein","stranded train","rolling stock","2023-12-07 09:10:27","2023-12-07 16:30:59",441
50947,"Amsterdam-Schiphol-Rotterdam (HSL)","Rotterdam Centraal - Schiphol Airport (HSL)",24,"Rotterdam Centraal,Schiphol Airport","RTD, SHL","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-12-07 09:12:07","2023-12-07 09:15:16",3
50948,"Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL)","24,32","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Rotterdam Centraal,Schiphol Airport","ASD, ASDL, ASS, RTD, SHL","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-12-07 09:23:23","2023-12-07 10:03:00",40
50949,"Alphen a/d Rijn-Gouda","Alphen a/d Rijn - Gouda",8,"Alphen a/d Rijn,Boskoop,Gouda,Waddinxveen,Waddinxveen Noord,Boskoop Snijdelwijk,Waddinxveen Triangel","APN, BSK, GD, WAD, WADN, BSKS, WADT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-07 09:26:44","2023-12-07 10:00:52",34
50950,Schiphol-Hoofddorp,"Leiden Centraal - Schiphol Airport",22,"Hoofddorp,Schiphol Airport","HFD, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-07 10:31:56","2023-12-07 10:33:38",2
50951,Utrecht-Leiden,"Leiden Centraal - Utrecht Centraal",147,"Alphen a/d Rijn,Leiden Lammenschans","APN, LDL","defecte spoorbrug","damaged railway bridge","defecte spoorbrug","damaged railway bridge",infrastructure,"2023-12-07 11:48:50","2023-12-07 13:59:05",130
50952,"Schiphol-Rotterdam (HSL)","Rotterdam Centraal - Schiphol Airport (HSL)",24,"Rotterdam Centraal,Schiphol Airport","RTD, SHL","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-12-07 12:05:30","2023-12-07 12:07:58",2
50953,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Aachen Hbf,Eygelshoven Markt,Heerlen,Heerlen De Kissel,Herzogenrath,Landgraaf,Aachen West","AHBF, EGHM, HRL, HRLK, HZ, LG, AW","acties in het buitenland","staff strikes abroad","acties in het buitenland","staff strikes abroad",staff,"2023-12-07 12:29:27","2023-12-09 00:39:36",2170
50954,"Leiden-Den Haag","Den Haag Centraal - Leiden Centraal",169,"De Vink,Den Haag Centraal,Den Haag Mariahoeve,Den Haag Laan v NOI,Leiden Centraal,Voorschoten","DVNK, GVC, GVM, LAA, LEDN, VST",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-12-07 12:51:26","2023-12-07 13:33:33",42
50955,Haarlem-Leiden,"Haarlem - Leiden Centraal",23,"Heemstede-Aerdenhout,Hillegom,Haarlem,Leiden Centraal,Voorhout","HAD, HIL, HLM, LEDN, VH","defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2023-12-07 12:52:37","2023-12-07 16:15:51",203
50956,Schiphol-Hoofddorp,"Leiden Centraal - Schiphol Airport",22,"Hoofddorp,Schiphol Airport","HFD, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-07 12:58:07","2023-12-07 13:32:06",34
50957,"Venlo-Roermond; Venlo-Mönchengladbach-Düsseldorf","Hamm (Westf.) - Venlo, Roermond - Venlo","66,128","Kaldenkirchen,Mönchengladbach Hbf,Roermond,Reuver,Swalmen,Tegelen,Viersen,Venlo,Boisheim,Breyell,Dülken","KN, MCGB, RM, RV, SM, TG, VIERS, VL, KBOI, KBRY, KDUL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-07 13:48:41","2023-12-07 13:49:25",1
50958,Venlo-Mönchengladbach-Düsseldorf,"Hamm (Westf.) - Venlo",128,"Kaldenkirchen,Mönchengladbach Hbf,Viersen,Venlo,Boisheim,Breyell,Dülken","KN, MCGB, VIERS, VL, KBOI, KBRY, KDUL","problemen op het spoor in het buitenland","railway problems abroad","problemen op het spoor in het buitenland","railway problems abroad",logistical,"2023-12-07 14:01:37","2023-12-07 14:21:38",20
50959,"Dordrecht-Breda; Dordrecht-Roosendaal","Breda - Dordrecht, Dordrecht - Roosendaal","170,171","Dordrecht,Dordrecht Zuid,Lage Zwaluwe","DDR, DDZD, ZLW",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-12-07 14:05:08","2023-12-09 00:26:53",2062
50960,Zwolle-Leeuwarden,"Leeuwarden - Zwolle",160,"Akkrum,Grou-Jirnsum,Leeuwarden","AKM, GW, LW","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-12-07 15:22:20","2023-12-08 00:37:10",555
50961,Utrecht-Arnhem,"Arnhem Centraal - Utrecht Centraal",133,"Driebergen-Zeist,Ede-Wageningen,Veenendaal-De Klomp,Maarn","DB, ED, KLP, MRN",aanrijding,collision,aanrijding,collision,accidents,"2023-12-07 16:16:10","2023-12-07 16:44:23",28
50962,"Zwolle-Groningen; Zwolle-Leeuwarden","Groningen - Zwolle, Leeuwarden - Zwolle","146,160","Meppel,Zwolle","MP, ZL","persoon op het spoor","person on the railway track","persoon op het spoor","person on the railway track",external,"2023-12-07 16:24:03","2023-12-07 17:13:40",50
50963,"Breda-Eindhoven; Breda-'s-Hertogenbosch","'s-Hertogenbosch - Tilburg, Breda - Tilburg, Eindhoven - Tilburg","68,69,152","Breda,Boxtel,Gilze-Rijen,'s-Hertogenbosch,Oisterwijk,Tilburg,Tilburg Reeshof,Tilburg Universiteit","BD, BTL, GZ, HT, OT, TB, TBR, TBU","inzet van de politie","police action","inzet van de politie","police action",external,"2023-12-07 17:19:16","2023-12-07 20:31:13",192
50964,"Alphen a/d Rijn-Gouda","Alphen a/d Rijn - Gouda",8,"Boskoop,Gouda,Waddinxveen,Waddinxveen Noord,Boskoop Snijdelwijk,Waddinxveen Triangel","BSK, GD, WAD, WADN, BSKS, WADT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-07 17:21:47","2023-12-07 18:15:31",54
50965,Utrecht-Rotterdam,"Rotterdam Centraal - Utrecht Centraal",142,"Capelle Schollevaar,Gouda,Gouda Goverwelle,Nieuwerkerk a/d IJssel,Rotterdam Alexander,Rotterdam Centraal,Rotterdam Noord,Utrecht Centraal,Utrecht Terwijde,Vleuten,Woerden,Utrecht Leidsche Rijn","CPS, GD, GDG, NWK, RTA, RTD, RTN, UT, UTT, VTN, WD, UTLR","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-07 17:58:13","2023-12-07 18:49:18",51
50966,"Alphen a/d Rijn-Gouda","Alphen a/d Rijn - Gouda",8,"Alphen a/d Rijn,Boskoop,Gouda,Waddinxveen,Waddinxveen Noord,Boskoop Snijdelwijk,Waddinxveen Triangel","APN, BSK, GD, WAD, WADN, BSKS, WADT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-07 18:46:23","2023-12-07 18:55:20",9
50967,Roosendaal-Vlissingen,"Roosendaal - Vlissingen",21,"Bergen op Zoom,Roosendaal","BGN, RSD","inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2023-12-07 19:12:15","2023-12-07 19:40:44",28
50968,Haarlem-Leiden,"Haarlem - Leiden Centraal",23,"Heemstede-Aerdenhout,Hillegom,Haarlem,Leiden Centraal,Voorhout","HAD, HIL, HLM, LEDN, VH","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-12-08 06:32:54","2023-12-08 07:11:25",39
